"","TCGA-DA-A3F2-06A-11R-A20F-07","TCGA-EE-A2GS-06A-12R-A18S-07","TCGA-EE-A3JI-06A-11R-A21D-07","TCGA-FR-A3YN-06A-11R-A239-07","TCGA-GF-A3OT-06A-23R-A239-07","TCGA-GN-A4U4-06A-11R-A32P-07","TCGA-GN-A4U9-06A-11R-A32P-07","TCGA-GN-A8LK-06A-11R-A37K-07","TCGA-GN-A8LN-01A-11R-A37K-07","TCGA-QB-AA9O-06A-11R-A39D-07","TCGA-WE-A8K5-06A-11R-A37K-07","TCGA-WE-A8ZN-06A-11R-A37K-07","TCGA-WE-AAA0-06A-11R-A38C-07"
"ENSG00000276869.1",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000276871.1",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000276873.1",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000276874.1",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000276878.1",0,1,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000276884.1",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000276888.1",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000276890.1",0,0,0,0,0,1,0,0,0,0,0,0,0
"ENSG00000276891.1",1,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000276892.1",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000276894.1",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000276897.1",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000276898.1",0,0,0,0,0,0,0,0,0,0,2,0,0
"ENSG00000276900.1",23,170,7,297,164,712,162,33,428,28,91,15,215
"ENSG00000276902.1",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000276903.2",2,10,0,9,2,0,6,0,0,3,2,2,5
"ENSG00000276904.1",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000276908.1",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000276915.1",0,3,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000276916.1",0,1,10,9,7,11,0,3,9,0,5,2,2
"ENSG00000276917.1",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000276918.1",0,2,1,1,0,1,0,0,1,0,1,0,1
"ENSG00000276919.1",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000276923.1",0,0,0,0,0,0,2,0,0,0,1,0,1
"ENSG00000276925.1",0,1,9,6,3,2,1,1,2,0,1,0,1
"ENSG00000276926.1",0,12,16,3,2,4,7,7,11,6,1,1,0
"ENSG00000276928.1",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000276929.1",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000276931.1",5,109,21,56,40,40,26,27,6,5,33,3,26
"ENSG00000276934.1",0,12,4,6,2,13,8,7,9,2,1,2,2
"ENSG00000276940.1",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000276941.1",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000276945.1",1,8,12,14,4,3,17,1,1,2,16,0,0
"ENSG00000276949.1",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000276950.5",1,3,1,1,0,0,1,0,2,0,1,0,1
"ENSG00000276951.1",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000276952.1",10,6,188,39,4,62,47,9,34,3,16,11,65
"ENSG00000276953.1",1370,1,8,30,9,4,2,0,2,6,18,8,14
"ENSG00000276955.1",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000276956.1",0,0,1,0,0,0,0,0,0,0,0,0,0
"ENSG00000276957.1",0,7,16,2,1,7,17,2,17,12,17,5,9
"ENSG00000276958.1",0,0,0,0,0,0,0,1,0,0,0,0,0
"ENSG00000276960.1",0,0,0,0,0,0,1,0,0,0,0,0,0
"ENSG00000276961.1",0,0,0,1,1,2,0,0,0,0,0,0,1
"ENSG00000276963.1",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000276964.1",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000276965.1",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000276966.2",1,21,53,25,25,97,199,2,8,12,24,3,15
"ENSG00000276968.1",5,2,7,7,1,21,29,0,10,3,5,2,2
"ENSG00000276972.1",0,6,184,0,1,1,1,0,38,0,9,2,0
"ENSG00000276975.3",2,76,2,182,5,4,3,3,110,0,6,3,103
"ENSG00000276980.1",19,10,1,13,4,0,5,0,3,0,28,5,11
"ENSG00000276984.1",3,1,1,8,0,0,0,5,0,2,3,4,0
"ENSG00000276988.1",0,4,4,1,1,9,46,2,12,2,6,2,1
"ENSG00000276991.1",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000276992.1",0,0,0,0,0,0,0,0,0,0,0,1,0
"ENSG00000276993.1",0,0,0,0,0,0,1,0,0,0,3,0,0
"ENSG00000276997.4",3,3,13,4,3,4,4,4,2,0,1,2,7
"ENSG00000276998.1",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000277000.1",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000277001.1",0,0,1,0,0,0,0,0,0,0,0,0,0
"ENSG00000277003.1",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000277004.1",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000277007.1",0,17,128,89,5,67,185,10,107,11,29,2,56
"ENSG00000277008.1",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000277009.1",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000277010.1",4,2,0,0,0,0,0,32,0,0,0,1,0
"ENSG00000277011.1",0,0,0,0,0,0,0,0,0,0,1,0,0
"ENSG00000277013.1",9,585,2,79,10,29,36,48,154,341,57,13,276
"ENSG00000277014.1",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000277017.1",0,0,0,0,0,1,0,0,0,0,0,0,0
"ENSG00000277020.4",0,3,16,2,0,13,12,5,28,4,6,1,6
"ENSG00000277022.1",0,0,2,2,0,0,3,403,1,0,1,13,2
"ENSG00000277024.1",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000277027.1",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000277029.1",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000277030.1",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000277031.1",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000277034.1",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000277035.1",0,0,0,0,0,0,0,0,0,0,1,0,0
"ENSG00000277039.1",0,4,6,7,0,8,6,3,1,0,3,0,4
"ENSG00000277040.1",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000277041.1",0,0,0,0,1,0,0,0,0,1,0,0,2
"ENSG00000277043.1",0,0,14,0,0,1,1,1,0,0,0,0,1
"ENSG00000277047.5",0,4,0,0,0,0,3,5,0,0,0,0,3
"ENSG00000277049.1",2,13,0,2,3,0,1,1,1,0,0,0,0
"ENSG00000277050.1",0,12,30,14,2,18,47,2,20,14,38,8,25
"ENSG00000277051.1",0,2,5,5,5,2,7,0,14,2,3,0,0
"ENSG00000277052.1",0,0,0,0,0,0,5,0,3,0,2,1,2
"ENSG00000277053.4",29,84,102,191,43,82,180,38,61,43,70,16,40
"ENSG00000277056.1",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000277057.1",0,0,0,1,0,0,0,0,0,0,0,0,1
"ENSG00000277058.2",0,10,2,0,0,0,0,0,0,0,0,0,1
"ENSG00000277062.1",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000277063.1",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000277066.1",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000277067.4",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000277072.5",35,356,693,423,95,424,329,109,423,86,777,39,114
"ENSG00000277073.1",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000277075.2",9,84,15,86,67,3,2,2,4,4,44,7,36
"ENSG00000277077.1",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000277081.1",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000277083.1",0,0,1,0,0,0,0,0,0,0,0,0,0
"ENSG00000277084.1",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000277087.1",0,0,1,1,0,0,2,0,0,1,2,0,1
"ENSG00000277089.4",37,10,1,13,18,3,3,0,2,6,2,17,2
"ENSG00000277095.1",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000277096.1",0,0,0,0,0,0,0,0,0,0,1,0,1
"ENSG00000277099.1",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000277103.1",0,0,1,5,0,1,1,0,3,0,0,0,0
"ENSG00000277108.1",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000277109.1",0,0,1,0,0,1,0,0,0,0,5,0,1
"ENSG00000277112.3",0,15,16,74,0,116,9,8,40,1,9,3,1
"ENSG00000277117.5",105,16,78,34,29,12,0,12,32,58,35,15,39
"ENSG00000277118.1",0,0,3,1,0,5,0,0,4,0,0,1,0
"ENSG00000277119.1",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000277120.5",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000277120.5_PAR_Y",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000277124.1",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000277125.1",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000277127.1",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000277128.2",0,15,21,4,1,14,176,14,112,0,0,1,7
"ENSG00000277129.1",0,0,1,0,0,5,11,0,0,0,0,1,0
"ENSG00000277130.1",1,14,1,1,1,9,4,1,19,0,6,1,2
"ENSG00000277133.1",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000277135.1",0,0,18,14,3,15,10,8,7,1,14,0,0
"ENSG00000277136.1",0,0,0,1,0,0,0,0,0,0,0,0,0
"ENSG00000277138.1",0,1,2,5,1,5,0,0,0,1,2,0,1
"ENSG00000277141.1",0,0,0,0,0,0,1,0,0,0,0,0,0
"ENSG00000277142.1",9,26,34,58,15,39,64,21,118,21,83,5,73
"ENSG00000277143.1",0,0,0,1,0,0,1,0,0,0,2,0,0
"ENSG00000277144.1",0,10,18,9,6,6,7,31,8,6,3,6,8
"ENSG00000277146.1",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000277147.6",93,279,17,201,37,18,314,53,103,373,72,101,329
"ENSG00000277149.5",23,505,676,272,57,152,427,205,146,129,171,19,301
"ENSG00000277150.2",0,5,0,1,0,0,3,3,2,1,1,2,2
"ENSG00000277151.1",0,18,93,12,7,32,54,12,70,14,23,6,21
"ENSG00000277152.1",1,23,1,60,1,4,1,32,14,1,46,4,17
"ENSG00000277156.1",1,41,13,4,9,3,152,31,38,1,3,4,2
"ENSG00000277157.2",0,8,8,14,5,2,7,0,0,1,6,1,5
"ENSG00000277159.1",11,66,5,37,3,11,36,6,17,1,5,3,32
"ENSG00000277161.2",103,1364,745,1290,862,493,1345,658,1082,396,1140,150,897
"ENSG00000277162.1",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000277168.1",0,0,0,0,0,0,0,0,0,0,1,0,0
"ENSG00000277170.1",0,17,4,1,3,4,22,7,20,0,9,0,3
"ENSG00000277171.1",0,0,0,1,0,0,0,0,3,0,0,0,0
"ENSG00000277172.1",1,0,0,0,0,0,0,0,1,0,0,0,0
"ENSG00000277173.1",0,4,10,0,0,12,4,0,38,1,15,1,0
"ENSG00000277174.1",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000277182.1",11,129,26,148,30,150,159,49,47,26,58,23,45
"ENSG00000277184.1",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000277186.1",0,3,0,0,4,2,11,0,0,1,1,1,1
"ENSG00000277188.1",0,0,1,0,0,0,1,0,0,0,0,0,0
"ENSG00000277191.1",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000277194.1",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000277198.1",0,0,0,1,0,1,0,0,0,0,0,0,0
"ENSG00000277199.1",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000277200.1",0,1,13,1,0,0,9,34,2,1,2,0,0
"ENSG00000277202.1",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000277203.1",754,793,33,887,281,130,650,1333,127,368,592,737,491
"ENSG00000277206.1",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000277209.1",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000277210.3",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000277211.1",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000277213.1",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000277214.1",0,0,1,1,0,4,2,0,10,1,1,0,1
"ENSG00000277215.2",0,6,0,0,67,0,6,2,0,1,1,1,1
"ENSG00000277217.1",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000277218.1",1,3,7,5,0,8,10,4,17,10,8,7,10
"ENSG00000277223.1",0,1,0,0,0,0,39,0,0,0,0,0,0
"ENSG00000277224.2",0,23,12,17,17,39,10,0,8,1,3,2,6
"ENSG00000277227.1",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000277228.1",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000277229.1",1,0,0,1,0,0,1,0,4,0,0,0,2
"ENSG00000277232.2",11,20,11,122,10,27,40,44,35,28,26,14,57
"ENSG00000277233.1",0,0,2,1,1,0,1,0,2,0,0,0,1
"ENSG00000277234.1",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000277235.1",0,4,0,2,0,2,6,1,4,3,0,0,8
"ENSG00000277241.1",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000277243.1",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000277245.1",0,5,3,10,4,0,34,2,14,2,3,2,25
"ENSG00000277246.1",0,0,15,7,2,3,13,1,12,4,14,0,0
"ENSG00000277247.1",0,0,23,0,0,0,2,0,0,0,0,0,4
"ENSG00000277248.1",0,0,1,0,0,0,0,0,0,0,0,0,0
"ENSG00000277249.1",0,0,1,0,0,0,1,1,1,0,1,1,0
"ENSG00000277250.1",0,1,1,0,0,0,0,0,2,0,0,0,1
"ENSG00000277252.1",0,1,0,0,0,0,8,0,0,0,0,0,0
"ENSG00000277253.1",0,0,0,0,0,0,2,0,0,0,0,0,0
"ENSG00000277255.1",0,0,0,0,0,0,0,0,0,0,0,0,1
"ENSG00000277258.5",651,2502,2319,2847,1822,3566,2330,1268,1896,1647,2627,1246,2018
"ENSG00000277260.1",0,0,1,0,0,0,0,0,0,0,0,0,0
"ENSG00000277264.1",0,0,0,0,0,0,2,0,0,0,0,0,0
"ENSG00000277265.1",0,0,1,3,0,0,0,0,0,0,0,0,0
"ENSG00000277268.2",0,1,26,0,0,25,25,4,1,16,2,0,0
"ENSG00000277269.1",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000277270.2",0,2,36,8,14,1,2,0,7,0,0,0,0
"ENSG00000277274.1",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000277277.3",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000277282.1",43,0,1,2,0,1,0,0,0,1,0,0,0
"ENSG00000277283.1",41,123,86,152,81,204,165,109,229,135,257,155,412
"ENSG00000277287.1",24,27,57,7,71,10,14,62,324,24,8,12,4
"ENSG00000277288.5",0,0,1,0,0,1,1,0,0,0,1,0,0
"ENSG00000277289.1",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000277290.1",0,3,37,7,9,25,22,7,39,2,38,4,8
"ENSG00000277295.1",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000277297.1",0,0,1,0,1,0,0,0,0,0,0,0,0
"ENSG00000277299.1",0,0,8,3,1,6,7,4,4,2,0,1,5
"ENSG00000277301.1",0,1,4,0,3,13,29,2,0,0,2,0,4
"ENSG00000277304.1",0,5,0,1,1,2,1,0,1,0,0,0,0
"ENSG00000277306.1",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000277308.1",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000277310.1",0,10,3,14,3,3,23,6,8,1,3,0,8
"ENSG00000277311.1",0,0,0,0,0,0,0,0,0,3,0,0,0
"ENSG00000277313.1",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000277315.1",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000277319.1",0,0,0,1,0,0,0,0,0,0,0,0,0
"ENSG00000277320.1",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000277322.1",0,0,0,0,0,0,0,0,0,0,0,0,1
"ENSG00000277324.1",0,7,10,6,3,5,7,2,9,4,5,0,8
"ENSG00000277327.1",1,6,5,2,0,1,2,0,3,0,0,0,0
"ENSG00000277332.1",0,0,0,0,0,0,0,0,0,1,0,0,0
"ENSG00000277340.1",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000277341.1",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000277342.1",3,12,37,23,31,23,24,20,45,22,9,4,14
"ENSG00000277344.1",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000277349.1",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000277350.2",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000277351.1",1,3,0,0,2,0,14,0,9,0,2,1,1
"ENSG00000277352.1",0,24,0,0,0,0,152,0,0,0,0,1,0
"ENSG00000277357.1",0,24,35,0,0,30,0,100,0,1,1,0,6
"ENSG00000277358.1",2,4,9,1,2,2,1,9,2,1,2,7,5
"ENSG00000277363.5",37,81,1450,1732,16,398,827,459,134,39,570,194,15
"ENSG00000277367.1",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000277368.1",0,6,5,2,5,3,5,5,3,12,8,5,18
"ENSG00000277369.1",22,46,8,21,17,27,18,12,35,15,16,14,19
"ENSG00000277370.1",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000277371.1",0,0,1,0,0,5,2,0,1,0,1,0,0
"ENSG00000277373.1",0,1,2,1,4,5,10,2,6,2,2,1,1
"ENSG00000277379.1",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000277382.1",0,1,3,1,5,3,2,2,2,0,2,0,0
"ENSG00000277383.1",0,9,22,2,5,12,13,9,25,24,24,20,26
"ENSG00000277385.1",1,0,2,0,0,0,0,0,7,3,0,1,1
"ENSG00000277386.1",2,22,0,1,4,3,1,2,1,1,2,1,3
"ENSG00000277387.1",0,3,0,0,1,0,3,0,0,0,0,0,0
"ENSG00000277388.1",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000277391.1",0,0,0,0,1,0,0,0,0,0,0,0,0
"ENSG00000277396.1",0,0,0,0,0,0,1,0,0,0,0,0,0
"ENSG00000277397.1",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000277399.5",4,18,13,63,1,10,7,2,12,3,4,3,24
"ENSG00000277402.1",0,0,1,0,0,0,0,0,1,0,0,2,1
"ENSG00000277406.2",8,22,14,34,14,15,11,4,9,5,9,2,19
"ENSG00000277408.1",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000277410.1",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000277411.1",0,2,2,5,0,2,1,3,1,2,3,0,2
"ENSG00000277412.1",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000277413.1",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000277418.1",0,0,0,0,1,0,0,0,0,0,0,0,0
"ENSG00000277422.1",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000277423.1",1,14,13,7,14,6,9,4,16,11,7,5,2
"ENSG00000277425.1",0,3,9,3,1,0,2,0,6,0,3,0,0
"ENSG00000277426.1",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000277435.1",0,8,9,4,1,0,1,0,2,1,4,1,1
"ENSG00000277436.1",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000277437.1",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000277438.1",0,0,1,0,0,0,0,0,0,0,0,0,0
"ENSG00000277440.1",2,13,2,1,1,5,11,1,13,2,1,0,3
"ENSG00000277443.3",7477,16286,16506,14613,19916,5977,7948,5468,11036,4861,27316,3559,22718
"ENSG00000277444.1",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000277446.1",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000277447.1",3,5,13,2,0,2,0,1,4,1,4,8,3
"ENSG00000277448.1",0,0,0,0,0,0,0,0,0,0,0,0,2
"ENSG00000277449.1",6,130,42,108,8,58,27,37,67,51,128,14,29
"ENSG00000277450.1",0,5,10,3,0,1,1,2,0,1,1,0,1
"ENSG00000277452.1",0,1,3,1,2,0,1,1,0,0,2,0,0
"ENSG00000277453.1",0,3,2,6,4,1,17,7,2,0,7,0,5
"ENSG00000277455.1",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000277458.1",0,0,1,0,0,0,0,0,0,0,0,0,0
"ENSG00000277459.1",2,27,14,8,20,28,21,3,32,3,16,18,28
"ENSG00000277460.1",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000277462.2",9,448,526,190,192,271,1280,64,953,161,192,39,326
"ENSG00000277463.1",0,3,1,4,3,1,6,1,0,2,1,1,6
"ENSG00000277464.1",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000277465.1",0,0,0,0,0,0,0,0,1,0,0,0,0
"ENSG00000277466.1",0,0,1,0,0,0,0,0,0,0,0,0,0
"ENSG00000277467.1",0,0,0,0,0,0,0,0,1,0,0,0,0
"ENSG00000277468.1",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000277469.1",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000277473.1",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000277474.1",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000277476.1",22,111,127,213,12,87,286,168,230,85,203,64,332
"ENSG00000277478.1",0,0,0,1,0,0,0,0,3,0,0,1,0
"ENSG00000277479.1",0,0,8,0,0,3,1,0,0,0,0,0,2
"ENSG00000277481.1",5,13,9,11,3,2,12,1,8,0,11,1,5
"ENSG00000277482.1",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000277483.1",0,0,0,0,0,1,0,0,0,0,0,0,0
"ENSG00000277486.1",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000277488.1",0,0,0,0,0,0,0,0,0,0,1,0,0
"ENSG00000277490.1",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000277491.1",5,10,23,16,3,7,0,15,3,10,5,9,5
"ENSG00000277492.1",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000277493.1",0,0,0,0,0,0,1,0,0,0,0,0,0
"ENSG00000277494.2",807,85,170,22,40,34,45,31,24,11,153,162,34
"ENSG00000277496.1",372,70,58,84,50,64,24,117,28,129,65,53,68
"ENSG00000277498.1",0,1,0,2,0,1,3,1,0,0,1,0,1
"ENSG00000277499.1",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000277500.1",0,0,0,2,0,0,0,0,0,0,0,0,0
"ENSG00000277501.1",2,0,1,3,0,0,1,0,1,0,0,1,1
"ENSG00000277502.1",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000277504.1",1,0,0,0,0,0,11,8,3,7,1,1,0
"ENSG00000277505.1",0,0,0,0,0,0,0,0,1,0,0,0,0
"ENSG00000277506.1",0,0,0,0,0,0,1,0,0,0,0,0,0
"ENSG00000277508.1",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000277509.1",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000277510.1",0,0,1,0,0,0,0,0,0,0,0,1,0
"ENSG00000277511.1",4,17,61,29,12,11,45,1,26,42,47,15,84
"ENSG00000277512.1",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000277513.1",0,1,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000277514.1",0,0,0,0,0,0,1,0,0,0,0,0,0
"ENSG00000277515.1",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000277516.1",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000277519.1",0,0,6,4,0,7,0,1,4,0,3,0,1
"ENSG00000277521.1",0,1,0,2,0,0,0,1,2,0,1,0,0
"ENSG00000277524.1",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000277526.5",0,0,0,0,0,0,1,0,0,0,0,0,0
"ENSG00000277527.2",0,2,0,0,2,1,5,0,0,1,0,0,0
"ENSG00000277529.1",0,3,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000277531.2",0,22,0,2,0,3,794,2,206,1,0,3,0
"ENSG00000277532.1",0,0,1,0,0,0,0,0,0,0,0,0,0
"ENSG00000277533.1",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000277534.1",24,455,741,367,106,497,118,114,292,184,382,70,404
"ENSG00000277535.2",0,1,0,0,0,0,10,0,0,0,0,0,0
"ENSG00000277541.1",0,0,0,0,0,0,1,0,2,0,0,0,0
"ENSG00000277542.1",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000277543.1",0,0,0,0,0,0,3,1,1,0,0,2,1
"ENSG00000277544.1",0,0,0,0,0,0,2,0,0,0,0,0,0
"ENSG00000277545.1",0,1,0,0,0,0,0,0,2,1,0,0,0
"ENSG00000277548.1",1,4,12,13,1,15,17,3,6,3,6,2,14
"ENSG00000277549.1",0,0,0,0,0,0,1,0,0,0,0,0,0
"ENSG00000277550.1",0,1,2,0,3,2,3,0,1,1,1,0,0
"ENSG00000277553.1",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000277556.1",0,0,0,0,0,0,0,0,0,1,0,0,0
"ENSG00000277558.1",0,1,0,0,2,2,1,0,0,1,1,0,0
"ENSG00000277559.1",14,118,48,113,64,63,72,53,119,104,130,47,254
"ENSG00000277561.5",0,2,3,1,1,1,1,1,1,0,3,0,0
"ENSG00000277562.1",0,0,1,0,0,0,1,0,0,0,0,0,0
"ENSG00000277563.1",0,0,0,0,0,0,2,0,0,0,0,0,0
"ENSG00000277565.1",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000277566.1",3,0,3,7,2,6,7,8,15,1,7,2,5
"ENSG00000277568.1",0,3,2,0,0,2,6,0,1,0,2,0,0
"ENSG00000277569.1",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000277572.1",0,1,5,0,2,0,13,0,1,3,6,7,0
"ENSG00000277575.1",0,1,0,0,0,1,0,0,0,0,0,0,0
"ENSG00000277576.1",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000277577.1",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000277578.1",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000277579.1",0,0,1,0,0,0,0,0,0,0,2,1,0
"ENSG00000277581.1",0,2,2,1,3,2,5,4,1,1,0,1,0
"ENSG00000277582.1",0,0,0,0,0,0,0,0,0,0,0,0,0
